,channelId,videoId,textDisplay,Prediction
10,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"i taken your challenge , meet you after one month", 
11,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Jim Kwik&#39;s book limitless mentions taking breaks after reading after a while then getting back to it so that your brain doesn&#39;t get tired., 
12,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,After this video im sleeping, 
13,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Been doing this for years. Read like a jetfighter, then get bored, then stare into the void for about a few minutes, then wake up from this retarded dolphin sleep, and get back to reading the slides.", 
14,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,I can&#39;t tell if this video is satire or not, 
15,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,The big secret of this method that nobody notices is the placebo effect at its core that makes it work. Nothing magical happened it is simply the illusion of you doing something to study better that creates the illusion that keeps you going. Essentially it is BS.., 
16,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Decades back when i was in school and university one issue i had was getting allert and therefor then afterwards focused. To This day i think it is because i am not a morning person. Anything befor <a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=600"">10:00</a> i am just not yet awake. Which therefor later in my jobs i always tended to become a nighttime worker and late time ariver at work. Not all employeers liked that. As team meetings at times were first thing in the morning, instead of say last thing of the day which i would have prefered. There was also the distrust that when left alone at work in the evening, without control, the work was not done proper. All in all i found this approach of employeers anyoing if not insulting. It may have changed to some extant due to covid, but there are still enough of that old mindset out there.", 
17,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Goes on to take 10 sec break. 10 seconds never end, 
18,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"During my education I didn&#39;t really revise that much as since I was doing these things naturally anyway without ever knowing they were beneficial. Then in university, times were tougher so I was trying to do much more, I also saw other people doing so much work so I thought that with my &quot;natural talent&quot; if I worked as hard as them I&#39;d be a genius but then I found out that my grades were so much worse. In 3rd year, I stopped carrying as much and I went back to my old ways and I ended up acing my degree without doing as much work. This video helped explain everything and now I know that I wasn&#39;t actually being lazy but I was doing things properly.", 
19,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"<a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=157"">2:37</a> / <a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=310"">5:10</a>", 
20,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,You need a neuroscientist to tell you to take breaks while studying?, 
21,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Neuro scientist discovers that * ahem*<br>Taking small breaks, AND <b>get this</b> BREATHING deeply can improve ones Productivity.<br>truly our brightest minds.", 
22,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Utilize the Gap Effect: Incorporate random intervals of doing nothing within study sessions. This approach, backed by Huberman, suggests taking around 30 such breaks every hour. However, the implementation can be flexible, emphasizing natural breaks when you feel a slowdown in focus or energy.<br><br>Get Alert: Activation of the body and mind is crucial before diving into learning. Huberman recommends taking approximately 25 deep breaths to increase alertness. Alternatives like going for a walk or engaging in exercise can also serve the same purpose, depending on individual preference and circumstances.<br><br>Get Focused: To enhance focus, Huberman suggests picking a point in the room to stare at for 30 to 60 seconds without entertaining other thoughts. This simple exercise can significantly improve concentration and facilitate a smoother transition into intensive study or work.<br><br>Limit Study Sessions: Aim for a maximum of 90 minutes per study session. This timeframe aligns with the typical duration most people can maintain intense focus. It’s advisable to set a minimum goal, such as 60 minutes, to ensure productive learning periods.<br><br>Incorporate Non-Sleep Deep Rest (NSDR): After studying, engage in NSDR practices like meditation or short naps (around 20 minutes) to consolidate learning. If time is limited, even a brief period of rest (1 to 10 minutes) can be beneficial. This is particularly effective for both physical skills and cognitive learning, aiding in memory retention and skill acquisition.<br><br>Sleep: Adequate sleep following learning activities is vital. It plays a significant role in consolidating memories and enhancing learning outcomes.<br><br>Personal Adaptation: Huberman emphasizes the importance of tailoring these strategies to fit individual routines and preferences. Focusing techniques and taking brief breaks during study sessions were highlighted as particularly effective personalized strategies.", 
23,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Put all videos at 2x speed. So now you can learn 20x faster. Deep., 
24,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,bro goated, 
25,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,bruh u litteraly explaind meditation, 
26,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Thank you so much, this past weeks i learned how to really study, and i encountered this problem where i lost focus, i dont know why i suddenly feel not learning, and you give me all the answer i am looking, thank you", 
27,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"i gotta do this tbh<br>most of the time where i study, i just have motivation for it but not energy, so i lose focus A LOT, and forget what i just read about<br>also i study for as long as possible, only taking a break when i dont wanna continue or literally CANT", 
28,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,I do the gap effect all the time its called zoning out, 
29,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Huge efforts in the video. You will be big sometime bro. This has more value than the big youtubers. Your way is clear., 
30,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,I like the montage, 
31,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,let me summarize:<br>work 10x harder, 
32,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,If you want to oxygenate quickly... Do 1-3 minutes of calisthenics... It&#39;s not very taxing but you will be winded and which will force intake of oxygen., 
33,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"So i wasnt trippin, been multiple times where i kept trying to finish a assignment but kept getting stress from mistake and decide to stop go away then come back a while late maybe after eating and sometimes itll just feel easier", 
34,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,So procrastinators have built in learning systems, 
35,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,My 10 second brakes get brakes.., 
36,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Me watching the video on 2x to learn 20x Faster., 
37,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Great video quick without any ralking off topic and getting the audience not to pay attention, first video of you I saw liking and subscribing will be worth it, have a great day", 
38,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,thanks, 
39,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,start breathing through your nose bro, 
40,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Bhklbjilhuil, 
41,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Thank you!!, 
42,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Shout out to Penn State, 
43,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,nice, 
44,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"🎯 Key Takeaways for quick navigation:<br><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM"">00:00</a> 🧠 <b>The video explores a learning method from Stanford neuroscientist Andrew Huberman for increasing learning speed.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=14"">00:14</a> 📚 <b>The method is deemed potentially beneficial for integration into educational systems.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=29"">00:29</a> 🏫 <b>The speaker is testing this method in their final year of undergraduate studies to balance life and learning.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=43"">00:43</a> 🚀 <b>Huberman suggests learning 10x faster through a process involving &quot;doing nothing&quot; or taking breaks.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=56"">00:56</a> ⏸️ <b>This process is scientifically known as &quot;The Gap Effect,&quot; involving random intervals of inactivity during learning.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=70"">01:10</a> 🕒 <b>The speaker adapts the method by taking natural breaks instead of counting them, for around 10 seconds each.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=111"">01:51</a> 💡 <b>The Gap Effect is just one part of Huberman&#39;s broader learning system.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=125"">02:05</a> 🌬️ <b>The first step in Huberman&#39;s method is to become alert, possibly through deep breathing exercises.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=156"">02:36</a> 🎯 <b>The next step is to focus, for which Huberman suggests staring at a point in the room for 30-60 seconds.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=185"">03:05</a> 🕒 <b>Huberman recommends limiting study sessions to a maximum of 90 minutes to maintain focus.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=225"">03:45</a> 😴 <b>Post-study, Huberman suggests practices like non-sleep deep rest (NSDR) for better retention.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=251"">04:11</a> 🔄 <b>The effectiveness of these methods varies with physical and mental skills, and their impact is subjective.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=280"">04:40</a> 🌙 <b>Essential components of the method include getting alert, focused, and ensuring good sleep.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=294"">04:54</a> 🧩 <b>Personalization ofthe method to individual styles and routines is important for effectiveness.</b><br><br>Made with HARPA AI", 
45,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"I&#39;m so happy I made productive decisions about my finances that changed my life forever,hoping to retire next year.. Investment should always be on any creative man&#39;s heart for success in life", 
46,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"I confused by the background music, I thought I left my music on", 
47,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Pomodoro technique works really well. Tbh, when i first heard of it, i never thought of it going anywhere, but here we are. I&#39;ve noticed a gradual improvement in my studying hours.", 
48,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,RUBBER DUCK DEBUGGING ALL THE WAY BABY!, 
49,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Hey! Early congratulations to graduation! College is tough but you made it. Once again, congratulations!", 
50,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Ah yes the Tim Cook meditation, 
51,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Pomodoro technique is insane, only way I don’t get burnt out immediately", 
52,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,I use that staring at a point  for 30-60 seconds.Also the NSDR maybe works for me., 
53,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,The thing with quantifying focus and breaks is difficult. In my case it depends what I am studying. If I am solving complex math problems or trying to study by heart then I need more breaks., 
54,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,yeah I will watch a 5 min video and my life will change forever, 
55,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Just another &quot;intellectual&quot; that wants to sell some books and lectures. I&#39;m sure in a few years a new &quot;intellectual&quot; will come out and people will start to buy books from this person. I&#39;m sure a lot of such a gurus will come across your life, 
56,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,<b>try not to have any thoughts</b> <br>My adhd: 👍, 
57,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"The gap effect is used by high-level chess players. They focus on the game and then after their move, they look at something completely different for a little while and when they come back to the board they see it differently.", 
58,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,I paused this video 6 times now I learn 100x FASTER, 
59,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,everything is iq, 
60,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,bro you are just asian, 
61,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"What the f... I&#39;ve been doing these things naturally, but there&#39;s always some outside interferance that disturbs me when im in the middle of these techniques.", 
62,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,If we focus for 10 seconds 6 times per day then we waste up to 12 days over a 50 year time period. So no I think I will keep my 12 days by not doing this and just focusing good., 
63,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"very good video thank you man,i love andrew huberman but sometimes he is widening his videos tooo much so that it gets difficult to listen to him for 1-2 hours and you just mentioned the most important aspects of that topic in under 10 minutes thats soo cool", 
64,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Get alert - do dhyan (no need to do the pose ...just close your eyes and try ways to get focused maybe deep breath), 
65,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Best advice ever, basically do nothing.", 
66,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"I would like to point out that the 25 deep breaths is supposed to be done quickly, and the last exhale should be a long exhale. Then hold for 25 seconds. This is sometimes known as cyclic hyperventilation and it is meant to stimulate adrenaline release. The way you did it at <a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=131"">2:11</a> is incorrect and probably why you didn&#39;t notice any effects. If done right, you might feel a tingle and will feel very alert thanks to the adrenaline. Hope that helps anyone reading this.", 
67,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,whats the music in the background?, 
68,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,The music was incredibly distracting!, 
69,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,thanks, 
70,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"<a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=88"">1:28</a><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=141"">2:21</a><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=183"">3:03</a><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=235"">3:55</a><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=252"">4:12</a>", 
71,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,We have to avoid distractions, 
72,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,nice haircut though, 
73,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"<a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=1"">00:01</a> Learning 10 times faster with Stanford&#39;s Neuroscientist Andrew Huberman&#39;s approach<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=45"">00:45</a> The Gap effect suggests that taking random intervals of doing nothing can help in learning 10 times faster.<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=85"">01:25</a> Take short breaks to boost learning<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=122"">02:02</a> Get alert by taking deep breaths<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=162"">02:42</a> Focus on a point in the room for 30-60 seconds to improve learning speed.<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=198"">03:18</a> Maintaining intense focus for 90 minutes maximizes learning efficiency.<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=234"">03:54</a> Taking short breaks can enhance learning.<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=272"">04:32</a> Getting alert, getting focused, and sleep at night are the most essential steps for improving learning skills.<br>Crafted by AI.", 
74,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,What if you can&#39;t focus for more than 1 minute ?, 
75,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,So it&#39;s pretty obvious this &quot;YouTuber&quot; is AI generated because there is no way in hell an Asian kid will grow up with a British accent. Thanks woke YouTube for pushing the AI brainwashing., 
76,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Please add Persian language, 
77,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"I didn&#39;t know this was called gap effect, but i found this method on my own back in 2015 or 2016 when i was in 6th grade. Now i am in my last year diploma doing AI &amp; DS, i almost never study, even if i did studied it would end in just 1hour. Believe me this strategy works like magic and i am using it for years", 
78,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,plz change your mick to better one, 
79,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,beground music is so high, 
80,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,hey dude i am from India and this my first video of your channel and i really loved it and i am going to subscribe, 
81,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,I sped up the video 2x faster<br>Now I know 20 times faster<br>2 x 10 = 20, 
82,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Thanks You, This Actually useful", 
83,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Can someone explain about 10-second rest I can&#39;t understand it?, 
84,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"So... If I painted myself red, would I learn a total of 30 times faster?", 
85,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Fantastic video! Leveraging insights from a Stanford neuroscientist like Andrew Huberman to learn faster is invaluable. It&#39;s fascinating to see how neuroscience can be applied to enhance our study techniques and productivity. Appreciate you sharing not only the research but also your personal experiences and results. It&#39;s a great blend of science and practical application. Can&#39;t wait to try out these methods and see how they impact my own learning process!, 
86,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Outro song?, 
87,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,can you only do this once a day? I mean perhaps three bouts of 1hr per day?, 
88,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Ok, you&#39;ve convinced me. I do one of those10 minute breaks every 5 minutes.", 
89,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Too much editing, too much of sound effects", 
90,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"nice video, right to the point!", 
91,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Natural learning is key, 
92,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Altyazı olarak türkçeyi ekleyebilirmisiniz, 
93,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Thanks a lot for this, summarised everything greatly 👍🏽", 
94,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"🎯 Key Takeaways for quick navigation:<br><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM"">00:00</a> 📚 <b>Learning Approach Introduction</b><br>- Introduction to the Stanford neuroscientist Andrew Huberman&#39;s approach for learning 10 times faster.<br>- Testing the scientifically grounded system for faster learning in the final year of undergrad.<br>- Overview of the Gap effect as a key element in the learning system.<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=70"">01:10</a> 🔄 <b>The Gap Effect in Learning</b><br>- Explanation of the Gap effect: incorporating random intervals of doing nothing while learning.<br>- Discussion on the challenge of consciously counting breaks and the speaker&#39;s personalized approach.<br>- Emphasizing the unconscious nature of short breaks and their positive impact on learning.<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=125"">02:05</a> 🌬 <b>Getting Alert</b><br>- First step in Huberman&#39;s approach: getting alert through methods like deep breaths.<br>- Speaker&#39;s personal experience with deep breaths and the potential variation based on individual routines.<br>- Acknowledging alternative ways, like exercise, to achieve alertness.<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=170"">02:50</a> 👀 <b>Getting Focused</b><br>- Importance of focus in learning and the difficulty in achieving it.<br>- Huberman&#39;s trick: staring at a point in the room for 30 to 60 seconds to enhance focus.<br>- Personal endorsement of the effectiveness of this simple yet impactful technique.<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=198"">03:18</a> ⏳ <b>Study Session Duration and Breaks</b><br>- Limiting study sessions to a maximum of 90 minutes for optimal intense focus.<br>- Utilizing 10-second breaks as a reset during study sessions.<br>- Integrating the importance of breaks and their role in maintaining concentration.<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=225"">03:45</a> 😴 <b>Enhancing Memory Through Rest</b><br>- Introduction to non-sleep deep rest (NSDR) and its impact on memory.<br>- Practical suggestionsfor NSDR, such as meditation or a 1-minute break after study sessions.<br>- Personal reflection on the effectiveness of NSDR for physical skills and ongoing experimentation for mental skills.<br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=280"">04:40</a> 🌟 <b>Essential Steps for Learning</b><br>- Summary of the most essential steps according to Huberman: getting alert, getting focused, and ensuring a good night&#39;s sleep.<br>- Emphasis on the individualized approach to implementing each step based on personal style and routine.<br>- Speaker&#39;s endorsement of focusing on a single point and incorporating short breaks as personally found effective.<br><br>Made with HARPA AI", 
95,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"If we have interest in the subject that we are studying, none of this method is needed.", 
96,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"The Key Is: Revision, Revision, Revision (ie, practice, practice, practice) nothing else, stop overthinking", 
97,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"This is a great video, you took a whole podcast episode and made it a simple 5 minute video anyone can digest (obviously in less detail within the limits of reality). DO THIS MORE! my ADD needs you.", 
98,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,my brain is so stupid. that now it will more cautious to take these breaks now., 
99,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,I actually really like this video and it seems to help I have just now started to implement them and my focus is just drastically improveing, 
100,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"References<br><br>1. Studies show that full squats cause more glute and adductor growth than partial squats and that full ROM Scott curls produce superior bicep growth compared to partials.<br><a href=""https://pubmed.ncbi.nlm.nih.gov/31230110/"">https://pubmed.ncbi.nlm.nih.gov/31230110/</a><br><a href=""https://pubmed.ncbi.nlm.nih.gov/22027847/"">https://pubmed.ncbi.nlm.nih.gov/22027847/</a><br><br>2. &quot;Strengthening the posterior head of the deltoid is desirous for ensuring shoulder joint integrity and reducing injury potential.&quot;<br><a href=""https://pubmed.ncbi.nlm.nih.gov/11222932/"">https://pubmed.ncbi.nlm.nih.gov/11222932/</a><br><br>3. Various studies, including a 2010 randomized controlled trial published in the Journal of Strength and Conditioning Research, show that exercises and muscle groups you train first in a workout see the most gains<br><a href=""https://pubmed.ncbi.nlm.nih.gov/20938358/"">https://pubmed.ncbi.nlm.nih.gov/20938358/</a><br><br>4. Various studies show that stretching a muscle for 60 seconds or longer decreases subsequent muscle activation during exercises.<br><a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1150232/"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1150232/</a><br><a href=""https://pubmed.ncbi.nlm.nih.gov/10956367/"">https://pubmed.ncbi.nlm.nih.gov/10956367/</a><br><a href=""https://pubmed.ncbi.nlm.nih.gov/10194214/"">https://pubmed.ncbi.nlm.nih.gov/10194214/</a><br><br>5. A meta-analysis found a dose-response relationship between training volume and muscle growth in trained lifters. The more sets subjects did, the more muscle they gained. <br><a href=""https://pubmed.ncbi.nlm.nih.gov/27433992/"">https://pubmed.ncbi.nlm.nih.gov/27433992/</a><br><br>6. An eight-week study had subjects do either one, three, or five sets per exercise, which led them to do the following number of sets per muscle per week:<br><a href=""https://pubmed.ncbi.nlm.nih.gov/30153194/"">https://pubmed.ncbi.nlm.nih.gov/30153194/</a><br><br>7. You only need a modest calorie surplus to effectively build muscle while minimizing fat gain. <br>See Figure 1<br><a href=""https://www.tandfonline.com/doi/pdf/10.1080/17461391.2011.643923"">https://www.tandfonline.com/doi/pdf/10.1080/17461391.2011.643923</a><br><br>8. A 2018 meta-analysis published in the British Journal of Sports Medicine found that you only need 0.73 grams per pound of body weight per day. That equals 131 grams of protein daily for a 180-pound person.<br><a href=""https://pubmed.ncbi.nlm.nih.gov/28698222/"">https://pubmed.ncbi.nlm.nih.gov/28698222/</a>", 
101,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,bro split is best for muslce growth or ppl ?, 
102,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,hahaha, 
103,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,nani in the end 😇, 
104,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Mr. Olympia Jay Cutler would disagree with this... but hey... go ahead... he usually does 12 reps (at least)., 
